num_doc,tipo_cliente,grupo_riesgo
338526949378.0,objetivo,t5
349540478050.0,objetivo,t5
359180841109.0,adicion,t6
365827307319.0,adicion,t1
383955486564.0,objetivo,t6
392780268677.0,adicion,t6
411112353985.0,objetivo,t6
427326526810.0,adicion,t5
534895448032.0,objetivo,t6
553429304254.0,objetivo,t6
580560387365.0,adicion,t6
586453678291.0,adicion,t6
612970616583.0,objetivo,t6
641403088714.0,adicion,t6
671514749024.0,objetivo,t2
733783041492.0,objetivo,t6
748599091825.0,objetivo,t7
818005352144.0,adicion,t2
840718210670.0,adicion,t6
841036628633.0,objetivo,t1
843791725768.0,adicion,t6
930256560965.0,adicion,t4
962199340079.0,objetivo,t5
852024357.0,objetivo,t5
29814289980.0,adicion,t5
61768430075.0,adicion,t6
69086584166.0,objetivo,t6
114231233407.0,adicion,t3
128575812300.0,objetivo,t6
149740251398.0,objetivo,t5
172250132588.0,objetivo,t6
186497794260.0,objetivo,t5
189333137177.0,adicion,t5
332409276385.0,adicion,t5
379463786044.0,adicion,t6
420344734865.0,objetivo,t5
440850429809.0,objetivo,t4
497835060946.0,objetivo,t5
510621021835.0,adicion,t5
521103984079.0,objetivo,t5
586032317242.0,adicion,t7
608091844349.0,objetivo,t4
692492509537.0,objetivo,t5
706592979758.0,objetivo,t3
732201531882.0,adicion,t3
884973507523.0,adicion,t6
894446208488.0,adicion,t1
915771373447.0,adicion,t6
917844032599.0,adicion,t6
928596047709.0,objetivo,t5
941404906233.0,objetivo,t6
955513313052.0,adicion,t5
965423762821.0,objetivo,t6
985099343174.0,adicion,t5
989560718624.0,objetivo,t2
993495278179.0,adicion,t3
6238931374.0,objetivo,t3
36057951158.0,objetivo,t2
85865622591.0,adicion,t6
100310969857.0,objetivo,t7
118386312684.0,objetivo,t6
131947037927.0,adicion,t3
134259539177.0,objetivo,t6
154786377788.0,adicion,t5
160618584085.0,objetivo,t4
172216533794.0,objetivo,t5
180256063826.0,adicion,t4
250759986586.0,objetivo,t6
260277195680.0,objetivo,t1
288061356593.0,objetivo,t5
433633804859.0,adicion,t5
473487144128.0,objetivo,t6
474525679440.0,adicion,t1
561395779284.0,adicion,t5
596036127914.0,adicion,t6
690783317947.0,adicion,t5
766565218793.0,objetivo,t7
766624329401.0,adicion,t7
797724783810.0,objetivo,t6
803327401531.0,objetivo,t3
826443501514.0,objetivo,t5
881191025354.0,adicion,t5
938594199809.0,objetivo,t4
957957063432.0,objetivo,t6
988703300642.0,objetivo,t6
18823753616.0,objetivo,t7
72401065735.0,objetivo,t5
78778626734.0,adicion,t5
83886770844.0,objetivo,t7
96267819432.0,adicion,t6
112562643462.0,objetivo,t7
117204245292.0,adicion,t7
143008221358.0,adicion,t6
146797795945.0,adicion,t6
199138089298.0,adicion,t4
204057335672.0,objetivo,t6
222051095059.0,objetivo,t3
278823178590.0,objetivo,t6
309955295624.0,adicion,t5
327956425986.0,objetivo,t6
385152448876.0,objetivo,t6
386262303040.0,adicion,t5
393236618246.0,adicion,t5
447170198540.0,objetivo,t8
506682952594.0,adicion,t4
586795990069.0,objetivo,t5
645735896129.0,objetivo,t6
673568327059.0,objetivo,t3
771893806247.0,objetivo,t4
798405170770.0,adicion,t3
825351766472.0,objetivo,t5
843550853169.0,adicion,t1
845755279915.0,objetivo,t5
851134224850.0,objetivo,t6
869119449356.0,objetivo,t7
873033111148.0,adicion,t4
888525937391.0,objetivo,t6
894521553167.0,adicion,t6
922203462593.0,objetivo,t3
17090104030.0,adicion,t4
46562548097.0,adicion,t2
177658292998.0,adicion,t6
189189565907.0,objetivo,t7
190377510284.0,objetivo,t2
302203332210.0,objetivo,t4
308767235947.0,objetivo,t6
352004997293.0,objetivo,t4
355716421229.0,adicion,t5
402856236697.0,objetivo,t5
435028405460.0,objetivo,t6
440665496520.0,objetivo,t6
540721404724.0,adicion,t6
545328375818.0,adicion,t1
594131390726.0,adicion,t3
607130043991.0,objetivo,t5
677414924331.0,adicion,t7
715405082078.0,objetivo,t7
724163585628.0,objetivo,t7
729349710573.0,objetivo,t5
740972178252.0,objetivo,t6
768205408505.0,objetivo,t7
868469964222.0,adicion,t5
882116819867.0,adicion,t4
951965249712.0,adicion,t4
959949960628.0,objetivo,t1
9680869362.0,objetivo,t2
39557923060.0,objetivo,t6
40555193589.0,objetivo,t6
82580351293.0,adicion,t6
101576271357.0,adicion,t6
105048771960.0,objetivo,t5
144641854751.0,adicion,t3
160614990230.0,adicion,t6
185764931892.0,objetivo,t5
190885908556.0,adicion,t3
230695192105.0,adicion,t1
240659222269.0,objetivo,t3
256228760949.0,objetivo,t8
277940207657.0,adicion,t3
320505914583.0,adicion,t6
321349671543.0,objetivo,t7
369781833689.0,objetivo,t4
405085953425.0,objetivo,t1
408634367874.0,objetivo,t6
545935765547.0,objetivo,t5
565756278459.0,objetivo,t3
575376044769.0,objetivo,t6
594462545662.0,adicion,t6
615341151245.0,adicion,t3
617990594881.0,objetivo,t5
623626503164.0,adicion,t6
646627406585.0,adicion,t4
723490978497.0,adicion,t5
797280264812.0,objetivo,t7
834771118035.0,adicion,t4
844444838792.0,objetivo,t7
853611180557.0,objetivo,t6
868061379473.0,adicion,t2
869378987449.0,objetivo,t3
877474185823.0,adicion,t2
884399390301.0,adicion,t5
919175334354.0,objetivo,t6
27998115542.0,adicion,t6
74293388195.0,adicion,t5
77478134650.0,objetivo,t7
110297320987.0,adicion,t3
170013733937.0,objetivo,t5
194863102767.0,adicion,t5
227114800805.0,objetivo,t5
237167645838.0,objetivo,t6
241023334072.0,adicion,t6
243759065990.0,objetivo,t4
246025439476.0,objetivo,t6
264835013952.0,objetivo,t3
276129261243.0,adicion,t6
373373600301.0,objetivo,t5
400840664337.0,objetivo,t6
464771453045.0,adicion,t1
474666493616.0,objetivo,t6
482087157114.0,adicion,t6
489618260775.0,objetivo,t7
500117488391.0,adicion,t1
500486628886.0,adicion,t2
568220593550.0,adicion,t6
602471717414.0,adicion,t7
604577538294.0,objetivo,t4
614743417850.0,objetivo,t5
630265249336.0,adicion,t7
671653399205.0,objetivo,t4
747046026390.0,adicion,t5
771247718611.0,adicion,t1
790414113148.0,objetivo,t4
804555110221.0,objetivo,t6
810853607727.0,adicion,t3
884447575129.0,adicion,t2
893559595335.0,adicion,t7
898137648104.0,objetivo,t6
954837912579.0,objetivo,t7
980557017690.0,objetivo,t6
990257699758.0,adicion,t4
110316880074.0,objetivo,t4
123117737029.0,objetivo,t5
145291145993.0,adicion,t7
154756666584.0,objetivo,t5
167839802631.0,objetivo,t7
169383819551.0,adicion,t1
181420609844.0,objetivo,t5
185473761267.0,adicion,t6
186370558664.0,objetivo,t7
209841392818.0,adicion,t4
215864179894.0,adicion,t4
230217472263.0,objetivo,t6
261514358405.0,objetivo,t5
339631161403.0,adicion,t5
342506250896.0,adicion,t6
383292101334.0,objetivo,t7
399501809438.0,objetivo,t7
590725715545.0,adicion,t6
632591718814.0,adicion,t5
684258091132.0,objetivo,t6
776221686130.0,adicion,t3
791833354261.0,adicion,t6
796711917570.0,adicion,t2
798182214553.0,adicion,t5
809161304734.0,adicion,t5
850696812107.0,adicion,t5
900181564583.0,adicion,t4
932501221963.0,objetivo,t3
932864231892.0,objetivo,t6
965730352254.0,adicion,t2
970155206755.0,adicion,t1
987950146886.0,adicion,t6
133164245822.0,adicion,t6
133718389754.0,adicion,t3
370711239721.0,adicion,t6
420206948106.0,objetivo,t6
438181278226.0,objetivo,t6
455195530044.0,objetivo,t5
471679742828.0,adicion,t1
476298802483.0,adicion,t3
491367116027.0,objetivo,t4
502740749959.0,objetivo,t6
559654771106.0,adicion,t5
635261838986.0,objetivo,t6
684392303292.0,adicion,t6
688242418219.0,adicion,t4
691344004161.0,adicion,t6
759032563409.0,adicion,t5
793911495041.0,objetivo,t1
817427787844.0,objetivo,t6
845298364100.0,adicion,t2
874365543012.0,adicion,t3
880677077399.0,objetivo,t6
906547682278.0,adicion,t6
48466926102.0,objetivo,t7
68996999859.0,objetivo,t6
95700877185.0,adicion,t6
99418378932.0,objetivo,t5
110392776886.0,adicion,t3
135047166280.0,adicion,t5
151565497497.0,objetivo,t6
171302338687.0,objetivo,t8
190027704956.0,adicion,t6
204810797568.0,objetivo,t6
231067560076.0,objetivo,t4
247407575567.0,objetivo,t7
253323833348.0,adicion,t6
340026100316.0,adicion,t5
350537252215.0,objetivo,t6
395657365474.0,objetivo,t6
406723511951.0,objetivo,t4
420837700856.0,objetivo,t2
421257126365.0,objetivo,t5
427391487201.0,adicion,t6
477692214132.0,objetivo,t3
514767811244.0,adicion,t1
525376738602.0,objetivo,t5
587439475542.0,objetivo,t4
632209900655.0,adicion,t6
704181343588.0,adicion,t5
711206246863.0,objetivo,t3
716720194170.0,adicion,t6
764270777845.0,adicion,t5
797577156530.0,adicion,t1
817145710257.0,adicion,t4
846876857180.0,adicion,t5
851100026097.0,objetivo,t2
877945977251.0,adicion,t6
954068004920.0,objetivo,t4
962281388472.0,objetivo,t6
976672178924.0,adicion,t5
30109061458.0,objetivo,t7
38983615469.0,adicion,t6
68456899700.0,objetivo,t6
73050738024.0,adicion,t3
111865529571.0,objetivo,t1
128763413367.0,adicion,t4
135311581333.0,adicion,t4
186110177368.0,adicion,t2
246976359937.0,objetivo,t5
323647001663.0,objetivo,t5
347909298372.0,objetivo,t3
465538117216.0,adicion,t5
466570406015.0,adicion,t4
473686688775.0,adicion,t6
487154103964.0,objetivo,t5
507199552108.0,adicion,t3
627023656001.0,objetivo,t5
635646663070.0,objetivo,t4
638998563223.0,objetivo,t4
650207883641.0,objetivo,t6
672705436816.0,adicion,t3
701073590831.0,objetivo,t6
800716004120.0,adicion,t4
849256224951.0,adicion,t3
905898738429.0,adicion,t4
977227623902.0,adicion,t6
980401721554.0,adicion,t6
37897456933.0,adicion,t2
39032499856.0,objetivo,t5
90380235498.0,adicion,t4
129734624462.0,adicion,t6
157943937850.0,objetivo,t5
180980763601.0,adicion,t6
189568151639.0,adicion,t2
193860612201.0,adicion,t4
202782920177.0,adicion,t7
224484972233.0,adicion,t5
241016400399.0,objetivo,t7
328438546460.0,adicion,t2
347230929554.0,adicion,t6
354128860959.0,objetivo,t4
402910914989.0,adicion,t4
404231877065.0,adicion,t6
453262641055.0,objetivo,t6
483420131010.0,adicion,t6
504469963676.0,objetivo,t6
526747257185.0,adicion,t2
639325295758.0,objetivo,t6
673860104986.0,objetivo,t5
677720281693.0,adicion,t4
694139218834.0,adicion,t5
709339280527.0,adicion,t4
729111191281.0,adicion,t6
747521792469.0,objetivo,t5
780605905061.0,objetivo,t6
925535498585.0,adicion,t6
935751762880.0,objetivo,t4
966417184449.0,adicion,t4
986549823053.0,objetivo,t5
994917785888.0,adicion,t1
27388334836.0,adicion,t4
40879433379.0,adicion,t1
45730199829.0,adicion,t3
58715649716.0,objetivo,t7
81708108119.0,adicion,t2
94826584074.0,adicion,t5
166173157902.0,objetivo,t4
257894537646.0,objetivo,t3
267649210566.0,adicion,t7
307715750529.0,objetivo,t4
309538964218.0,adicion,t3
377330415750.0,adicion,t4
437344145818.0,adicion,t6
488612241829.0,adicion,t6
641137347556.0,objetivo,t5
652320653534.0,objetivo,t5
662419429151.0,objetivo,t5
786371526654.0,adicion,t6
817999606194.0,objetivo,t3
838714942757.0,objetivo,t7
893151563941.0,objetivo,t6
925501930810.0,adicion,t6
958151188728.0,adicion,t1
958499443447.0,adicion,t5
963865277973.0,adicion,t5
20069548805.0,adicion,t5
57779403608.0,objetivo,t4
92785533267.0,objetivo,t5
103149242229.0,objetivo,t5
108287640110.0,adicion,t7
239912628112.0,adicion,t6
257568542390.0,adicion,t6
333677743265.0,adicion,t6
356741987012.0,adicion,t5
361230707237.0,adicion,t5
449836224661.0,objetivo,t7
474908664933.0,objetivo,t6
487793814285.0,objetivo,t7
500506792977.0,objetivo,t6
549379259309.0,adicion,t3
549630468342.0,adicion,t5
591793220446.0,adicion,t5
596687022760.0,objetivo,t5
618072448660.0,objetivo,t2
666838293654.0,adicion,t6
751132914883.0,adicion,t1
781390909212.0,objetivo,t5
802165977496.0,adicion,t5
813776501601.0,adicion,t6
863407867625.0,adicion,t6
931020800388.0,adicion,t5
944517587186.0,adicion,t4
106714072800.0,objetivo,t5
142676644002.0,adicion,t6
150554402328.0,objetivo,t5
204554144603.0,objetivo,t5
222395020718.0,adicion,t3
283176532631.0,adicion,t6
320195375591.0,objetivo,t1
330942892952.0,adicion,t1
342226665154.0,adicion,t1
485065912197.0,objetivo,t5
536040496207.0,objetivo,t6
549018774598.0,adicion,t2
636022389341.0,objetivo,t6
690531496403.0,adicion,t3
730041060698.0,adicion,t5
745752758689.0,adicion,t5
762231581552.0,objetivo,t5
783781085110.0,objetivo,t6
794841102992.0,adicion,t4
887020695307.0,objetivo,t6
929925026318.0,adicion,t6
955649297058.0,objetivo,t5
999298331537.0,adicion,t4
90387311513.0,adicion,t5
120891102557.0,objetivo,t6
153605636915.0,objetivo,t5
189249827364.0,adicion,t1
200403971057.0,objetivo,t7
202617617946.0,objetivo,t6
278549334099.0,adicion,t3
303806307992.0,objetivo,t5
327208653004.0,adicion,t1
351245248204.0,objetivo,t6
363286129824.0,objetivo,t3
388580036068.0,adicion,t4
403760733210.0,adicion,t3
437158854180.0,objetivo,t5
453449462514.0,adicion,t6
470975582045.0,objetivo,t6
472139433755.0,adicion,t6
490539602573.0,adicion,t4
509724788522.0,adicion,t6
512475381111.0,objetivo,t7
520678449127.0,objetivo,t7
562997802351.0,adicion,t4
574667921724.0,adicion,t5
576632737375.0,objetivo,t6
596207001219.0,adicion,t6
596672520965.0,adicion,t6
624596671394.0,adicion,t5
657602800954.0,objetivo,t2
720538846556.0,adicion,t7
742050601069.0,adicion,t6
774946800292.0,adicion,t5
775883000635.0,adicion,t4
777390208839.0,adicion,t3
824894666983.0,objetivo,t6
826733057382.0,objetivo,t7
845625201490.0,adicion,t6
956645866469.0,objetivo,t7
979841601390.0,adicion,t6
986765364138.0,objetivo,t6
29670422183.0,objetivo,t5
43547361390.0,objetivo,t4
160340211937.0,objetivo,t6
166777048822.0,adicion,t4
181888288277.0,objetivo,t6
200031023584.0,adicion,t7
227225777117.0,adicion,t6
256081824529.0,objetivo,t5
318382754203.0,adicion,t4
339470169044.0,adicion,t4
430426374926.0,adicion,t5
444717607563.0,adicion,t3
453234531174.0,objetivo,t6
493053149765.0,objetivo,t7
527621159772.0,adicion,t6
622634720183.0,objetivo,t3
627715480498.0,objetivo,t6
628699250469.0,adicion,t5
682349858083.0,objetivo,t7
705953626738.0,adicion,t2
775619961123.0,adicion,t5
853351657097.0,adicion,t5
889265361124.0,adicion,t2
890324388814.0,objetivo,t3
892996836432.0,adicion,t6
903065552882.0,objetivo,t5
908175642235.0,adicion,t5
933783673988.0,objetivo,t4
939823355860.0,adicion,t6
950552140417.0,adicion,t6
994125492176.0,adicion,t4
15195471984.0,adicion,t2
28453003109.0,adicion,t5
71989254099.0,adicion,t3
73154911410.0,objetivo,t6
77639151337.0,objetivo,t6
182351021820.0,adicion,t3
204067963073.0,adicion,t3
279185539912.0,adicion,t4
342289949758.0,adicion,t1
384048346178.0,adicion,t6
408982467402.0,objetivo,t6
468813750305.0,objetivo,t3
491264366390.0,adicion,t6
526070832032.0,objetivo,t5
617510297473.0,adicion,t3
624822425586.0,adicion,t6
646926198402.0,objetivo,t6
657224894580.0,adicion,t1
665219245487.0,adicion,t3
687951590248.0,adicion,t6
688123302027.0,objetivo,t6
704654460225.0,adicion,t6
732441554618.0,objetivo,t4
828125920283.0,adicion,t3
850234286311.0,adicion,t4
862526290946.0,objetivo,t6
868885691599.0,objetivo,t6
3223664401.0,adicion,t2
31936954084.0,adicion,t4
55827344290.0,adicion,t3
56065291853.0,adicion,t2
68705510224.0,objetivo,t6
69191717650.0,objetivo,t6
83091397488.0,adicion,t6
222782264466.0,adicion,t7
281561410773.0,adicion,t5
296110252923.0,objetivo,t5
307121702147.0,adicion,t5
333827157169.0,adicion,t4
403112238783.0,adicion,t6
417473588671.0,adicion,t6
433704276163.0,objetivo,t1
472820890508.0,objetivo,t6
486300981414.0,objetivo,t6
517408669332.0,objetivo,t2
563883063401.0,adicion,t4
624488669720.0,adicion,t1
648666066700.0,objetivo,t4
659882609813.0,adicion,t1
724581482446.0,adicion,t3
727040897124.0,objetivo,t6
737278175337.0,adicion,t7
741897357874.0,adicion,t4
774698703984.0,objetivo,t5
796991785638.0,objetivo,t6
849178804332.0,objetivo,t4
859742662477.0,objetivo,t5
878104796306.0,adicion,t3
881127411284.0,objetivo,t5
927931422281.0,objetivo,t7
953895066398.0,adicion,t5
968694623200.0,adicion,t2
972249067250.0,adicion,t6
978214473497.0,adicion,t3
68401268915.0,adicion,t4
125003078928.0,adicion,t5
168389913372.0,objetivo,t2
199484387721.0,adicion,t1
215358608228.0,adicion,t5
266962884383.0,adicion,t5
271302753808.0,adicion,t6
292943316648.0,objetivo,t6
299449715628.0,adicion,t6
304344960246.0,objetivo,t4
352470791875.0,objetivo,t3
355271566933.0,adicion,t4
411191157340.0,adicion,t6
415801655056.0,objetivo,t5
444803767415.0,objetivo,t7
524308222862.0,objetivo,t5
528827865025.0,adicion,t4
575469368409.0,adicion,t4
622589638697.0,objetivo,t4
627390441701.0,adicion,t5
657668977785.0,adicion,t1
716303288951.0,objetivo,t6
730521742228.0,adicion,t4
737126789338.0,objetivo,t5
742181875579.0,adicion,t5
756974847894.0,adicion,t5
802009449932.0,adicion,t4
823338056100.0,objetivo,t6
998333510123.0,objetivo,t2
22838170782.0,adicion,t4
25584246643.0,objetivo,t3
113360121640.0,adicion,t5
119407117481.0,adicion,t1
126073287459.0,objetivo,t3
127843149877.0,objetivo,t6
186142283025.0,objetivo,t7
190481806897.0,objetivo,t5
240653345397.0,objetivo,t3
279390880161.0,objetivo,t5
296794294291.0,objetivo,t7
342988262624.0,adicion,t5
361065621719.0,adicion,t6
427065357622.0,adicion,t8
441490478651.0,objetivo,t6
456251038394.0,adicion,t2
558528386062.0,objetivo,t5
565793250107.0,adicion,t5
585091473869.0,objetivo,t7
599695832518.0,objetivo,t6
608750086926.0,adicion,t3
627681637812.0,adicion,t5
631023856521.0,adicion,t4
634762349142.0,adicion,t6
703096700757.0,adicion,t4
857528865405.0,objetivo,t6
865874584466.0,adicion,t5
920926128547.0,adicion,t6
956053910407.0,objetivo,t6
958622976195.0,objetivo,t4
986351872351.0,objetivo,t6
13075201039.0,adicion,t2
92284501242.0,adicion,t7
105735164886.0,adicion,t4
124176391240.0,adicion,t1
134755935770.0,objetivo,t7
135373895416.0,objetivo,t6
139152237679.0,adicion,t6
176303328974.0,adicion,t5
233397064186.0,adicion,t3
269721002739.0,objetivo,t6
292302558792.0,adicion,t1
304347096584.0,objetivo,t6
410211416917.0,adicion,t4
432929530921.0,adicion,t3
433884573809.0,adicion,t5
466448053160.0,adicion,t1
526601219158.0,adicion,t6
602664321812.0,objetivo,t5
605801573525.0,objetivo,t4
635085594463.0,adicion,t6
647477598658.0,objetivo,t6
656377045726.0,adicion,t7
697363439657.0,adicion,t6
737320840655.0,adicion,t2
809670238312.0,adicion,t6
819483286308.0,objetivo,t3
826205783319.0,objetivo,t5
837239857733.0,objetivo,t6
860430436781.0,adicion,t7
946937415801.0,adicion,t6
955031204048.0,adicion,t5
987847932361.0,objetivo,t7
61447383111.0,objetivo,t4
106415457022.0,adicion,t6
116820815785.0,adicion,t5
121904640745.0,adicion,t4
201779767627.0,objetivo,t2
205369371553.0,adicion,t2
244305626861.0,objetivo,t5
244656566879.0,adicion,t5
247064429041.0,adicion,t5
281137319764.0,objetivo,t1
291565502443.0,adicion,t6
332403352563.0,adicion,t1
362315745942.0,objetivo,t5
366264180832.0,adicion,t6
385261406183.0,objetivo,t3
431792698282.0,adicion,t5
432048128786.0,adicion,t3
435088799186.0,objetivo,t7
472542906858.0,objetivo,t6
490524465453.0,adicion,t5
552794350415.0,objetivo,t6
572373404060.0,adicion,t5
652359278783.0,adicion,t4
659840814021.0,objetivo,t7
725136743756.0,adicion,t4
762971802378.0,objetivo,t5
765636518188.0,adicion,t5
827263885627.0,adicion,t1
835164933958.0,adicion,t7
845019092460.0,adicion,t5
846445996213.0,adicion,t6
980157468950.0,adicion,t3
15913240148.0,adicion,t6
109429068646.0,objetivo,t7
110711546634.0,objetivo,t5
125226541943.0,adicion,t5
142958877331.0,adicion,t1
233463891000.0,objetivo,t6
255241393260.0,adicion,t6
261849005791.0,objetivo,t6
281737238447.0,objetivo,t5
325455254391.0,adicion,t5
342538623677.0,adicion,t4
347628177018.0,objetivo,t3
351244613802.0,objetivo,t5
374351215663.0,adicion,t6
431562369385.0,adicion,t4
434045680245.0,adicion,t6
470154425270.0,adicion,t5
498823308516.0,objetivo,t6
511900375266.0,objetivo,t4
523939452435.0,objetivo,t5
537609839469.0,adicion,t3
562054151436.0,objetivo,t6
575248796169.0,objetivo,t6
584622087919.0,adicion,t5
585575118452.0,objetivo,t5
606238191497.0,objetivo,t6
659069613866.0,objetivo,t4
664185824794.0,objetivo,t2
664609543053.0,adicion,t6
707089998813.0,adicion,t6
732212110256.0,adicion,t6
743547883136.0,objetivo,t6
744007283022.0,objetivo,t4
768446268149.0,adicion,t6
808870135826.0,adicion,t2
857297123680.0,objetivo,t3
911305456481.0,objetivo,t6
918398778395.0,adicion,t6
934203463159.0,adicion,t7
26390546511.0,adicion,t3
73936636935.0,objetivo,t5
77324633725.0,objetivo,t5
169071509493.0,objetivo,t7
210619361270.0,objetivo,t6
211753637929.0,adicion,t5
215161112534.0,objetivo,t5
218104689364.0,adicion,t6
279466296921.0,objetivo,t4
334236133449.0,objetivo,t4
364491305516.0,objetivo,t5
390987353743.0,objetivo,t6
399518575262.0,adicion,t1
436629761258.0,objetivo,t6
535481696942.0,adicion,t5
539279223709.0,adicion,t1
568461110902.0,objetivo,t1
587927161242.0,adicion,t5
621271780133.0,objetivo,t5
673126319392.0,adicion,t6
778911903311.0,adicion,t4
788591216062.0,objetivo,t7
805155728490.0,objetivo,t5
847311978014.0,objetivo,t5
848127040042.0,adicion,t3
867149085257.0,adicion,t1
891169469563.0,adicion,t4
894510540483.0,objetivo,t6
896635087145.0,objetivo,t4
907067014094.0,adicion,t6
10651803418.0,adicion,t3
14292818372.0,objetivo,t6
14760414052.0,objetivo,t5
43989497014.0,objetivo,t6
64825549772.0,adicion,t5
112295509220.0,adicion,t7
169280088920.0,objetivo,t4
192274979427.0,objetivo,t6
219037096787.0,adicion,t7
234100386790.0,objetivo,t6
270203935781.0,objetivo,t7
307052721102.0,adicion,t6
320164429344.0,objetivo,t7
327395378666.0,objetivo,t6
330666169879.0,adicion,t5
377891093383.0,adicion,t3
388487926484.0,adicion,t2
392663091460.0,adicion,t6
398736179395.0,adicion,t6
405015838174.0,objetivo,t6
604313053598.0,objetivo,t3
638793860793.0,objetivo,t6
639457048269.0,adicion,t6
712739969490.0,adicion,t4
726895213987.0,adicion,t1
734744137570.0,objetivo,t4
738880273271.0,objetivo,t5
745707085070.0,adicion,t5
759371629222.0,adicion,t6
779762459029.0,objetivo,t6
792884961634.0,objetivo,t7
848828838179.0,adicion,t2
902980706289.0,objetivo,t6
959696909682.0,adicion,t4
17149446193.0,adicion,t3
83925316804.0,adicion,t7
168920262979.0,objetivo,t8
175266421079.0,adicion,t5
201649737704.0,adicion,t6
245424057658.0,objetivo,t5
264521576149.0,adicion,t6
318383402938.0,objetivo,t4
335255773038.0,adicion,t3
354181360621.0,objetivo,t5
359806667481.0,adicion,t6
383505675527.0,adicion,t1
385675332209.0,adicion,t5
410552821472.0,adicion,t5
423951838269.0,adicion,t6
443433316103.0,adicion,t7
447072356266.0,adicion,t1
483495066296.0,adicion,t7
508567555897.0,adicion,t2
569885621589.0,adicion,t2
607997279378.0,adicion,t7
663857178846.0,objetivo,t4
675495779603.0,objetivo,t5
707887442601.0,objetivo,t7
717086392063.0,objetivo,t6
741149376719.0,adicion,t6
814882124933.0,adicion,t4
821736646059.0,adicion,t6
898986916651.0,objetivo,t6
940710946792.0,objetivo,t7
941426698915.0,adicion,t4
985587746233.0,adicion,t6
1038816690.0,adicion,t6
3483665916.0,adicion,t5
10238925777.0,objetivo,t3
12928058246.0,objetivo,t7
26853838280.0,adicion,t5
69530640181.0,adicion,t1
122282176187.0,adicion,t6
180712956178.0,adicion,t4
222625465989.0,objetivo,t6
239958930592.0,objetivo,t4
305866719901.0,adicion,t5
321898051540.0,objetivo,t7
354501413393.0,adicion,t3
362654086694.0,objetivo,t6
371232280971.0,adicion,t1
462243832802.0,objetivo,t4
487333300700.0,adicion,t5
538070429561.0,objetivo,t4
604556714227.0,objetivo,t5
664040956733.0,adicion,t6
702110369509.0,objetivo,t5
712048648749.0,adicion,t2
729646805287.0,objetivo,t5
756032006855.0,adicion,t6
831793087195.0,adicion,t4
846253067130.0,objetivo,t3
901300451402.0,objetivo,t4
956264697750.0,adicion,t4
965715116445.0,objetivo,t5
24937965877.0,objetivo,t5
37991392089.0,adicion,t6
67105917630.0,objetivo,t5
70432271760.0,adicion,t6
136971390430.0,adicion,t4
192132531016.0,objetivo,t7
192981361767.0,objetivo,t1
194506522521.0,adicion,t3
223586454363.0,adicion,t7
225080779115.0,objetivo,t4
239239772401.0,objetivo,t6
247933140226.0,adicion,t4
277211232578.0,objetivo,t7
311690582527.0,objetivo,t3
330504343053.0,objetivo,t5
332443394847.0,adicion,t5
332779535942.0,adicion,t7
364346631571.0,objetivo,t2
399267429875.0,adicion,t3
414455949219.0,adicion,t4
440494510117.0,objetivo,t6
454159752150.0,objetivo,t6
466081773631.0,adicion,t5
575577809513.0,adicion,t6
595534806241.0,adicion,t4
614124789878.0,objetivo,t5
620289783769.0,adicion,t6
622887615320.0,objetivo,t6
631626933970.0,adicion,t1
655287198693.0,objetivo,t4
669407435175.0,adicion,t4
687646210460.0,adicion,t3
695113339462.0,adicion,t2
743951876118.0,objetivo,t5
833462421497.0,adicion,t3
909801411214.0,objetivo,t5
987051694509.0,adicion,t4
80460904470.0,adicion,t5
80748036939.0,objetivo,t5
83316610016.0,objetivo,t5
111499207094.0,objetivo,t7
140791592418.0,adicion,t6
141754418345.0,adicion,t4
152886834849.0,objetivo,t6
160331694435.0,adicion,t6
183774454538.0,adicion,t5
201582016920.0,adicion,t8
222276663724.0,objetivo,t5
251510818050.0,objetivo,t6
258190188575.0,objetivo,t3
299847484474.0,objetivo,t6
306097855303.0,adicion,t5
319425723766.0,objetivo,t5
323972904414.0,adicion,t6
342696976369.0,adicion,t5
376418792233.0,objetivo,t6
416193224613.0,objetivo,t5
430163979042.0,adicion,t6
442754567515.0,adicion,t3
546143757695.0,objetivo,t6
580345458326.0,adicion,t4
594090076226.0,adicion,t6
666708199498.0,adicion,t5
703674379246.0,objetivo,t5
809417059101.0,objetivo,t7
853933061902.0,objetivo,t5
867383220152.0,objetivo,t3
868486022647.0,adicion,t6
902306996990.0,adicion,t6
911021898828.0,adicion,t6
957295233661.0,adicion,t4
21311608166.0,objetivo,t4
25270680194.0,objetivo,t4
90179979723.0,adicion,t3
122700864956.0,adicion,t5
147470316748.0,adicion,t5
188720566738.0,adicion,t1
213881151955.0,objetivo,t6
240817170005.0,objetivo,t1
323533589410.0,objetivo,t6
328022409547.0,objetivo,t7
438946878105.0,adicion,t6
506890477146.0,adicion,t6
526040479969.0,adicion,t6
539525647448.0,adicion,t5
551208255949.0,adicion,t3
579516981933.0,adicion,t2
633515396210.0,adicion,t6
638826181886.0,adicion,t5
685972640341.0,objetivo,t7
739032747489.0,adicion,t6
762799901240.0,adicion,t5
763322847806.0,objetivo,t4
778276147544.0,adicion,t2
794778961537.0,adicion,t3
801429064960.0,objetivo,t7
806668460342.0,adicion,t6
838333929692.0,objetivo,t6
